IMDB_ID,IMDB_Score,Poster_Score
300471,6.2,7.430366594375894
91187,6.8,4.759399091704242
330602,6.7,9.28348338766153
47422,6.7,4.868066494093256
298856,7.0,8.788889251781836
245046,6.4,5.940483750541067
83099,4.9,4.897762805024508
274428,6.6,7.159253980478234
80861,4.8,5.651539446048422
245803,5.5,9.131350269100063
211915,8.4,5.120275257114896
91495,7.0,9.903799019397052
116833,6.3,3.5167593326958357
81964,6.3,4.387153941664013
304328,6.5,10.53139165410302
117690,7.3,7.615452763235959
72750,5.2,5.787940438765377
119668,6.6,6.870286560268015
120481,6.7,8.70408337018442
208003,5.1,6.142236057396791
330229,7.7,4.090129599550749
112642,6.0,7.0405289274331615
71216,5.8,6.0369313050902615
56580,5.9,8.721796818128663
116191,6.8,4.869654591891042
85640,6.5,5.7277280356978215
86619,6.6,3.37608902788332
133152,5.7,5.8301997889311235
40823,7.5,13.84453628405558
97778,5.8,5.133063852362115
97758,6.1,8.160709088690782
114168,6.5,6.138399385819146
95525,7.1,6.027322957486242
22718,7.5,9.418281587045433
59885,7.1,6.696225979981992
86992,6.3,3.251598662846119
82416,7.0,6.810338666975523
82801,5.6,3.7119500507168866
84783,6.6,6.845032173396836
80360,6.9,3.597813555290063
68611,7.5,11.61543546078127
21577,7.5,11.969524321938197
120478,5.4,8.884696310390048
116465,6.4,5.217503798813261
265930,7.0,8.051853838783474
94169,4.8,14.901276411502847
78163,6.7,16.943576763406806
180093,8.4,7.499120302700893
87054,6.8,5.093679617963477
12532,7.9,11.858789459379723
96171,6.8,5.307157571775575
52655,6.8,16.116349639735045
306047,5.5,8.240799471717452
105159,7.2,5.922600820076553
98513,6.9,15.845059508811467
63642,6.6,7.8360717963045445
227445,6.8,4.819968016789096
94602,5.9,3.103733499018395
284655,5.8,5.894162436557089
315327,6.7,2.453609133631412
40506,7.9,12.463557233882327
276276,6.9,9.643642311965875
74292,6.3,6.377628868285941
53793,7.9,13.00098763299565
128853,6.6,5.58131698412861
44685,6.9,6.719200479953537
70917,7.6,5.953871301591303
172627,5.0,6.817806943842054
40525,7.7,7.988597499417494
273851,6.2,4.3142469815043825
77572,6.3,9.249638808790454
98524,6.7,4.844487358592658
323572,4.8,7.002631425453886
81874,8.1,13.543719510947122
269461,7.0,6.801385588012353
104507,7.1,5.911604737087426
342143,6.5,6.9493292400381685
54890,6.7,5.566256850678867
39677,7.8,7.13981394560553
80419,6.7,2.2958799437677757
118689,6.4,4.69581472388839
75765,6.8,8.6608546515765
100475,4.8,9.74958266090131
141824,7.3,4.672364927864459
35369,6.8,10.163091753692916
110296,7.5,5.384114051975307
64665,7.9,7.848653059591481
72431,8.0,15.065887257379497
60095,6.4,6.023972058518465
127952,7.0,7.727116831873758
117221,7.1,8.220913095098698
120697,6.7,5.59980158710644
348593,6.7,3.4857040168032962
119173,5.9,3.796462888392145
116790,7.8,10.87559430405841
48728,7.5,8.18014325476857
115927,5.6,11.47273383288263
52415,7.3,8.201768134140705
119448,7.8,9.078540957493104
157122,7.5,5.175346126755302
119546,5.7,12.073956627493768
163651,7.0,5.706955458824446
105267,6.5,9.822289574481704
58620,6.8,8.140742414459677
250323,6.7,4.825215448549755
129758,7.0,11.284630282776313
84335,7.8,7.752752357884473
119832,5.9,8.797029057936133
361620,5.0,3.194877196290461
57579,7.3,7.566973355336439
99810,7.6,3.1439324210866997
253586,6.9,8.268723112106946
31022,7.6,8.866704737675395
115665,6.8,5.429054362970147
52278,7.1,6.330382338001574
87544,8.1,4.75231047272313
116827,5.8,8.390672288164795
348529,4.5,8.511598246463448
99726,6.8,2.718696405126877
45564,6.9,5.3522850747468365
262076,7.3,10.11446207026063
14341,7.9,14.358245155573107
61791,7.3,7.998873991457536
60397,6.8,5.117502190961154
47030,7.3,6.792176728731521
75213,7.7,5.669644168187158
94947,7.7,5.217620345902811
82332,5.1,6.04905702977157
268397,6.0,11.164722691310123
313487,5.6,8.235157324850084
96203,5.9,4.121168494717586
209475,5.2,3.7873952474465113
357054,5.7,8.324186340547499
177746,6.5,6.6175331803230755
100470,7.6,10.820456363673681
365183,6.9,12.7386418565519
109439,5.4,10.250195027423683
105706,6.0,8.479865296358826
79368,7.2,2.258909671342016
119792,7.4,10.031342164087876
118688,3.7,8.360173541934856
278475,5.2,10.049270869529002
328099,5.1,9.0600996506512
38116,7.1,13.450775449408319
108238,5.8,5.277427673649314
112606,6.1,5.086026224080021
97613,5.6,3.0496958791463196
289408,6.5,10.584171667365307
287467,8.0,2.961874288523562
107895,5.3,4.144979611162696
316654,7.3,6.454247085387047
59084,7.2,4.743615321903035
82198,6.9,9.701501849014983
120142,5.6,5.613550555191528
161216,6.4,18.043994383393795
94712,6.4,4.7708864746276385
62374,7.9,9.290250916217213
116654,4.4,4.8752136588565795
38776,6.2,6.329966035193125
119434,6.4,4.570594767634628
117071,6.5,5.027481665343468
66921,8.3,4.301703760277901
46250,8.1,8.966236767303458
112461,7.3,4.999397556729534
20691,7.3,12.235308846079331
87596,7.6,7.2336222626808455
40946,6.7,8.504604951707854
24727,5.7,9.331501006679835
97050,7.1,14.436137840411831
120577,5.8,4.30034711090768
89167,4.9,7.2788729964033925
142342,6.4,4.086281478146539
66995,6.7,9.923682982309263
57590,6.7,11.471313213615346
85121,6.3,7.19830090925739
102943,7.1,12.977680889260474
240913,7.2,6.17905065217491
111054,6.4,5.8878211175870545
66026,7.6,6.95961980573417
203230,7.7,3.5421476509986216
88987,6.8,5.129594309587589
109578,4.7,5.257273654297625
74205,5.6,6.431429763015731
97142,6.2,7.267285665178662
150574,7.2,6.559264370174539
72271,7.5,11.965494636455034
100740,6.2,5.373203999430359
94669,6.1,9.686928257560966
367479,6.3,9.100224254325978
94612,5.2,6.012189721545468
15881,7.9,7.614686853793082
243759,7.2,7.941528181909081
109255,6.6,8.946421063976938
52888,3.8,7.914160978817978
102768,6.7,6.790922700061167
111019,7.6,10.415518308451437
106400,4.8,14.345564531251227
119248,7.0,9.857168289318867
106966,7.5,6.483027295618385
367790,7.4,11.291495949372441
68245,7.1,2.579843859893752
73453,7.2,4.686332888822591
83089,7.8,10.110718141702677
69257,6.1,8.318042801188557
39628,7.9,10.979713213583915
89730,5.4,6.167917712386729
67458,6.9,5.301849286919748
74896,8.3,11.601635332782267
104868,6.4,6.6781062880440185
51554,7.4,7.82067722801335
77663,6.9,4.331124364509152
86643,7.5,7.488395020188093
120520,7.2,9.156032958963847
280590,5.8,6.060332280008429
66993,7.8,10.301358403796161
75323,7.3,11.617703089701191
90203,7.6,7.741399422382793
113443,7.1,6.7303356192450465
110649,5.8,3.214546695565967
107985,5.9,8.000638470244281
110891,5.8,6.5086826241758615
117028,7.7,5.256051513477462
120352,6.5,11.735047779151724
61138,7.7,3.94550269761598
78412,4.4,13.072427595118043
84675,7.0,5.694525417290451
177789,7.3,9.183329614474896
116768,6.8,9.138180607612572
71577,6.4,8.647087729533334
110074,7.3,7.955776830780997
79817,7.2,6.349836007314596
56241,8.1,6.204166112749148
172156,6.6,5.243642894456638
42895,7.2,13.50307710306289
129634,6.6,10.047959235294599
119692,5.8,8.081342205738746
82490,5.7,6.301872789129363
36872,7.2,6.338073508895562
119142,5.7,6.75066751250254
93175,5.1,7.587600466860729
48424,8.0,7.209829420172198
104376,5.0,3.4277336094836124
332605,7.2,8.607696981187715
25746,7.7,9.556330649750409
107952,5.9,8.300036336928516
101748,7.5,5.215589649247132
111653,4.7,6.462533593007407
312848,6.9,5.588966770466429
116587,6.0,10.00137604589044
90060,6.3,5.838570996998225
87635,6.2,7.778822359071609
60429,5.7,9.883250195328776
105287,5.8,3.9032283508028223
126938,6.5,6.414251155152369
96259,7.0,4.98236310270614
73179,8.4,7.658494018897697
128370,7.1,4.637993516569727
94606,6.8,12.174048829621647
94822,6.5,12.26586791907531
97965,6.4,4.745237179905179
101455,4.7,6.9801915157394365
229002,6.4,6.695518619058988
50251,6.3,9.414041708395231
86203,6.8,7.7162384882019825
181836,6.0,7.658877906990942
174268,6.6,4.8964829644374195
87538,7.2,3.4309943255375095
120857,6.9,3.1520777412351553
107286,6.6,6.4223962429995725
111282,7.1,2.6449156051246385
278487,4.4,5.315940153376447
317887,7.1,9.035701568947255
250720,5.4,8.011736412039458
87337,5.2,6.2480432694646915
117608,5.7,6.404773919115191
18742,8.3,7.8321303181353334
64505,7.4,6.924995264360008
23037,7.6,5.606319156384481
319531,5.9,8.216180461432707
33836,8.2,10.872204402682026
108557,6.8,7.057878720142037
12364,8.1,7.0034040397516115
167190,6.8,5.721986627781028
381707,5.5,7.4606374993432345
70034,7.7,8.607132304974954
117817,7.1,3.4232118063947
289992,7.6,4.556476643847326
77289,6.2,10.305232447715754
60668,7.6,13.319951997281764
99166,6.1,6.136172043120627
82892,7.1,22.6418709211539
103207,6.5,4.046003201707528
115033,7.1,11.571611357450701
40142,5.5,8.255423098130894
109376,2.4,7.259605180593644
114720,5.9,6.497825899939415
95889,4.6,8.708227635939052
110425,5.4,10.778478302575131
265662,7.0,3.6709015602405692
62755,7.1,9.100432787216812
77504,6.2,8.017377580112104
113627,7.6,7.282015063009438
69945,6.5,10.729456629668553
112546,6.7,9.468554302951267
120347,6.5,7.432497457739569
35530,7.0,7.383544049052803
298408,6.4,6.37653748553047
79770,5.2,12.844816436989687
105631,5.2,6.845430087239295
233418,7.0,10.235260622846294
115964,6.4,5.759492382356929
298148,7.2,5.407341875160175
70666,7.8,9.78249703932463
119038,7.7,7.853836500062056
80855,6.8,4.462314409977641
273982,7.0,9.78391198660979
115870,7.3,3.95972926854926
90274,5.4,4.990406896915722
164334,6.3,5.977024614957047
10726,6.6,18.503707449029477
309061,8.0,8.435860265392815
53796,7.2,7.961059627991721
105652,7.3,4.360964500252836
87344,6.2,7.941048752775913
93582,3.8,6.333553501777674
137338,5.9,8.29306542725988
104697,6.7,5.89369849682608
110737,6.5,6.385602278289197
16230,6.0,13.193776570482415
54805,6.5,8.39560132616646
279493,5.8,6.771152757339149
324197,6.6,10.358315984978761
97372,8.2,5.8723884941126165
61089,7.1,7.3944429027765155
110629,2.7,5.78445782667016
101428,7.8,7.687352172177086
278435,5.6,4.57846223038117
81178,5.9,6.9714898011251805
114323,7.2,7.7841295249630225
295238,6.6,8.53463589681083
272338,7.3,5.648812490440472
120576,5.8,8.024150774574185
67334,6.7,14.953338090408389
65073,6.4,5.490237075032751
55304,7.1,7.74041030851006
74455,5.4,11.144066779539427
70694,5.3,5.458518280339708
48605,7.2,8.39161334842991
120910,7.2,6.442158583661267
248912,7.8,4.382497511616599
249462,7.7,5.173026269997646
80365,6.2,3.957635650262568
91680,6.4,4.531422505701588
40141,6.2,9.335128247480473
73605,6.4,12.46342279267583
65724,7.5,6.011709226347967
116488,7.4,12.148491795932108
118018,6.0,6.370051501554026
77530,6.1,5.187919398889059
67866,7.5,3.395332132872066
297884,7.4,7.200475344901517
214730,7.3,13.500473863533324
95304,5.7,9.148862315540827
144801,7.3,10.392474249343827
94596,6.0,9.473198071427008
107322,7.6,2.3593963936383897
52287,6.8,6.0849222833150405
36914,7.4,8.160682494594784
35262,7.3,10.968843844596549
82083,4.3,9.09355075660613
218922,6.0,3.994599115940906
424885,4.3,11.045927720116115
113114,4.9,5.641085837630151
76637,7.0,8.315749034172631
133412,6.2,6.995346802836253
118744,5.3,3.7955441108007437
93857,4.9,10.058057762388449
118750,5.3,10.204654234786368
37800,7.7,4.2119006808838755
33149,7.3,8.70178003382718
66249,7.2,9.365428166913079
72913,7.6,10.664818904083226
119746,6.1,7.592268175985594
122906,5.9,3.4685991530081637
30993,8.0,8.841055410935066
113541,5.0,7.191138766416682
77869,6.2,5.234948923641052
40664,6.0,8.468368212643881
245562,6.0,7.800540047998444
66449,5.7,5.278682602695339
113044,6.4,3.2228495740904126
92618,7.3,5.394772754447714
98987,6.3,7.554235723378508
90110,7.1,5.220667376779584
222850,7.0,8.980453452148279
97001,3.7,5.458188728485332
83590,7.7,5.703527428646269
60522,7.6,4.5840192703447435
165078,7.7,4.344298396584805
74883,6.6,6.2890514788684175
94226,7.9,5.941056059574182
74749,7.5,7.643898981814565
33152,7.6,6.582532538732046
221111,6.9,11.97849097743814
298845,7.8,7.541585948556977
68156,7.6,8.757539376689929
108550,7.8,4.653072334669138
86383,6.6,9.638854780251238
335013,6.4,3.576455447893954
120382,8.1,6.228245533489984
82484,7.4,5.524521635394837
56300,8.2,6.4508327173807825
216772,4.4,4.045342075887922
91278,5.3,8.349713501840402
95863,6.5,4.654542613845766
313443,6.5,4.7190362590991235
116442,6.7,7.961059602435667
199314,6.0,4.462714778154969
233687,7.2,8.27099966451704
147800,7.2,8.370175720106111
33373,7.8,7.717024579723963
120751,5.6,7.091276449609956
108560,5.5,8.608801731688779
112438,4.2,4.591556769951595
38669,7.9,11.508065991666022
308672,6.8,8.961603777989552
81696,6.2,9.296473327450585
110091,6.8,10.280647518003342
87268,6.5,9.806221314007065
56687,8.1,7.771192250058102
115472,5.3,6.429992179206325
235412,6.1,7.376310611792711
199290,4.0,7.936461107274616
92925,5.9,9.00597795594439
24803,7.5,3.0428355458558696
55572,7.6,8.005110256780629
91647,5.5,9.475635454323752
338188,6.5,4.723312313348766
67328,8.1,5.4767242080314595
82671,7.7,6.081087155310247
111408,7.6,6.733301209761545
116269,5.9,6.7877306155310935
311072,7.3,8.214991405252013
337563,6.1,4.5172175710397955
119937,6.8,8.460185018063619
58182,7.7,17.00664996128486
77248,7.6,11.344102268030229
68638,7.5,5.3302734809306305
86087,7.5,3.2484020150271897
329767,6.9,2.857856818639073
82853,6.5,7.967652029014712
105291,5.5,5.615170794595723
349825,7.5,4.490177166286477
116683,6.7,6.360384361019359
46754,7.1,9.577362234010792
67144,7.4,7.113586257969818
13662,7.3,5.800815039859308
230783,6.1,11.553025472115378
105480,5.8,4.918645853827707
293452,5.3,2.438455875720585
316188,7.2,6.146793331628113
91472,6.1,7.10527948685524
113089,6.7,5.647808887909021
57541,6.1,11.711727620585783
86973,5.7,9.471024857526361
112749,6.9,8.936695042777549
292501,5.4,3.41061050969911
204700,6.0,4.953968873701701
89006,7.3,12.12836563230091
278500,6.9,5.506870917899411
189541,6.9,3.9348154803657693
114916,6.7,5.813572178577171
89686,5.4,5.615571545145595
119125,7.3,3.238267218057628
96324,4.9,4.657760342242508
79082,5.0,10.106916880896621
171580,6.2,6.819695899678982
328031,6.3,5.374361509758519
119925,6.0,6.432541746847074
59399,6.9,5.385644939929329
279889,5.5,5.490304346861975
22835,7.7,9.705835494625413
54594,6.8,12.253600410380594
53285,7.3,9.672448029251262
106536,5.9,7.2328047358256295
61328,7.1,8.195834378179809
91225,4.6,5.0188446439867676
233699,5.7,9.319767266080884
70350,6.8,4.135278164510256
50798,7.3,10.49003242851904
101625,5.8,7.0262302036806545
116934,4.7,4.239917109458721
98354,6.6,7.829004438317306
62153,7.1,5.237159113771087
21884,7.9,9.209525890992852
117791,6.4,3.0036639565767764
34274,6.8,6.772990019939106
27532,8.1,3.6617803124117687
112757,7.7,12.153749077321066
86998,5.7,12.207961306723945
90270,6.5,5.095989758841203
81499,7.3,10.084360040300382
36376,6.2,7.210574329280642
45546,6.7,10.284525079898998
37954,7.4,8.769994092175596
88794,7.2,3.740571588516076
256524,6.8,4.132233500808578
113074,3.9,6.809959541536451
40369,7.6,7.466605658669298
119033,7.1,7.021031493383451
53925,7.0,10.63956447294502
54599,7.9,6.1606610417299015
86423,7.4,3.1175847063095476
46414,6.6,13.207097641959301
99581,6.2,9.939948852690659
112368,6.7,6.441393029404475
74174,7.3,14.071555731619007
307479,6.2,4.122531996135338
96943,5.9,3.7133760330721164
363226,7.6,6.7059322386990265
25373,5.1,4.240418698460742
117965,5.7,6.755753252615503
87225,5.5,3.602140018155183
17668,7.7,6.357280045054046
97883,5.7,4.281023038130265
286179,6.9,8.292121364264679
326306,7.7,4.364571043175673
79470,8.1,6.239465052496127
111048,5.9,12.466041503066352
317640,6.2,5.76554015188667
330247,5.5,6.551101283903055
116421,5.3,6.576483153978891
390022,7.3,7.978576574195804
96438,7.7,6.467857309395535
103855,6.2,4.2335924723564435
84920,5.8,5.523557052935645
107358,7.7,9.384835605342197
93776,7.4,7.994422262765391
80754,5.6,6.382125664009532
44672,6.7,14.099088262173822
116783,6.5,4.17767093194978
92965,7.8,3.696938767189816
83833,7.2,9.717880897387476
77714,6.9,10.428365591284372
131369,6.1,6.245629308576145
50095,6.5,10.36329735922788
119780,7.1,4.17220732308056
32599,8.0,6.955043115463557
60490,7.0,10.052068469251648
52225,6.9,17.968537438558347
51459,8.1,5.625126332466334
339034,2.1,12.312866784444257
82418,6.1,5.864152984483287
123987,5.9,5.62190588893344
304229,6.7,7.054213505382729
115836,4.9,7.306989652919096
64806,7.0,9.195441152018564
51980,8.0,7.028683709924845
115591,6.1,2.7736302037325693
125439,7.0,3.996333871261596
283426,5.4,6.636901957231747
315733,7.7,6.18922860027659
210584,6.3,8.16575522365349
97435,5.3,13.472003384124749
235327,7.8,7.839392598146015
93051,6.2,7.294989763691749
113755,5.0,9.01047826671378
123948,7.4,2.0498142931617958
23238,7.3,9.774661795235707
60315,7.3,10.677660510373189
314871,5.5,8.617237728172222
88727,8.4,4.799803314782178
103977,5.0,11.749238885530119
78913,7.7,6.216745498553764
79672,8.1,7.32393772138493
258967,6.7,7.175338705013545
116405,4.5,7.248780994775626
215369,7.5,6.234400659259091
130073,3.7,3.961491918807436
109198,5.1,9.691649833417317
102216,5.2,6.3473830198535985
39645,6.9,6.63560559740646
286218,6.4,3.6083449928686373
274558,7.6,6.355490041378875
339607,4.2,5.523366486931882
94701,5.5,7.399378545410162
120794,7.0,4.058324385705241
335438,6.1,9.022337084095081
39631,8.0,5.216909336789572
36969,7.6,8.993713153313296
319262,6.4,5.547577194696554
279331,6.6,3.725165327034052
79574,6.3,18.03670390806277
103926,7.2,7.31976333587443
81059,8.4,10.281823353413548
119815,7.4,5.84144563136725
159382,7.2,6.2912505769480225
293685,5.3,11.06253579459653
234354,5.8,8.688598009875006
48434,8.6,4.614274194280711
38360,7.0,5.888175488560519
234940,6.5,10.235260622846294
116151,5.3,6.289255694360944
111686,6.4,1.2592666316303025
238112,5.9,5.512786020772282
120780,7.0,5.1948211405846685
220580,6.9,6.343685374549362
107387,4.7,3.0265789565286685
108167,7.6,9.334856640105201
72308,6.9,14.397429994443552
62430,5.9,3.089325205669833
85935,3.6,4.635473555155949
40694,7.1,12.435839794513933
116631,6.0,5.235711363040423
120866,7.2,4.13647992761604
56255,6.9,11.523585674969063
84796,3.0,4.271233833976084
119054,6.3,7.153624014059194
98577,5.9,4.7527961236822005
112767,7.4,4.523425837776255
143422,3.6,8.133307816842827
97334,6.3,6.1573270470352846
116409,6.8,3.073317653143547
112364,6.4,5.031688271314574
94713,7.0,10.297387754953634
113500,4.1,4.5885230289586625
89885,7.2,8.184662803805502
107315,6.5,14.845946406261328
54067,7.3,12.518633329232564
80889,7.2,6.8175154312116355
74279,5.4,12.779370650708193
104389,6.6,3.2903004401095455
115639,7.2,6.664924869122847
116953,5.5,9.218860471680426
339419,7.2,4.312932301423598
117320,7.3,16.99976151347337
219400,5.5,7.190473849306475
119665,6.5,3.7641125028887865
56632,6.8,12.860076740389891
351770,6.7,4.037308265710168
71517,6.5,9.965430043001808
257215,7.0,7.113738543236638
110912,8.9,7.844117088088726
114550,6.8,9.27034169807167
18054,7.5,9.944203806410247
102370,6.1,6.0339538564051205
113973,7.3,2.779777997282818
103003,4.3,8.395184143612381
73768,6.1,9.806037534628109
381006,4.7,10.083306591224677
70689,6.7,10.613289806887563
65206,7.1,8.234079165869812
77402,8.0,9.846489874996154
117669,7.6,4.638484481787885
91396,5.9,8.613723715186579
113464,6.7,5.584371932184943
118531,6.7,4.482437007136505
84827,6.8,4.384483653167097
54177,7.4,7.853111771263405
126604,6.4,7.504657520310597
118971,7.5,5.9200539091921724
65466,6.2,7.859813617073033
22599,7.7,4.032076989079094
270707,4.8,2.5361729514360034
89469,6.5,4.19423540293085
49777,7.6,7.117307099759171
74256,6.8,10.814336505076064
107057,5.5,6.759118168229092
114709,8.3,6.163682871257206
85838,6.9,6.730538933474959
27194,6.5,9.811916465211226
94921,6.9,4.634576269023876
271263,5.4,10.036906752866276
36653,6.0,9.373828060815942
317705,8.0,7.63756520004745
226935,5.1,4.887542717936597
49233,7.5,6.955531417689381
168515,8.1,4.1761440833457755
181984,7.0,13.016369122679764
39370,7.4,6.5442227621172195
39416,7.4,5.468857016881895
64921,7.9,6.778926918157588
72684,8.1,10.50866598297159
81764,5.1,7.830011236401788
194218,6.8,5.812855222309805
76704,5.7,12.136622564796593
18328,6.2,5.377638477663309
84549,8.0,4.870454105478088
109891,4.6,4.019511375492851
85218,8.1,7.119822085692087
339840,5.5,3.7279246910717623
51773,6.8,11.391135859931174
111503,7.2,4.033929185021085
77745,7.4,5.328275697013918
88748,6.8,6.145751744267831
47162,6.2,6.6165387065419825
265212,7.2,9.754578537190445
63056,7.4,12.102861813957885
301199,7.4,4.204394212615258
100395,6.7,6.908799469488812
46487,7.6,3.42807885663165
81186,5.4,6.973827275613159
190524,4.6,9.477291877069916
250305,5.2,8.771436213791883
192335,7.5,3.461446129009062
195234,6.9,3.159747600844913
219965,6.5,4.659814735262966
266543,8.1,4.511971730351297
110322,7.5,3.725526702903882
115751,7.9,3.924038388536387
98105,4.1,6.947801726943181
47034,7.5,9.490262857474043
113674,5.4,5.897724439864627
74157,5.3,13.921478762399143
96895,7.6,5.179841780784558
86034,6.6,6.852288961141014
113071,5.9,5.15225475081234
49456,7.4,14.536197596470373
239395,5.1,8.599668297872668
289635,6.5,6.7146847110568375
119196,5.7,5.520020054548645
118785,6.8,7.338809454974222
234407,7.0,8.732932456302516
55972,7.3,9.823981611525129
119560,5.9,6.973137760910832
368933,5.7,9.103282062427091
295552,6.5,4.14527025288837
82432,7.5,6.386451562578513
45591,7.3,13.381019733297377
103285,7.4,4.012319897693166
76489,6.6,3.9684199877071067
71402,7.0,7.764208414713412
281924,6.6,5.326686314770891
133751,6.4,5.250322702496385
52738,7.4,7.883817906803253
156460,6.7,6.206980454340765
188674,7.1,4.439584072316622
80801,7.3,6.33479305778798
162710,7.2,6.4512679337328125
82176,7.6,4.074221278376392
110955,6.9,8.538769110653137
33945,7.5,10.665719292022839
82970,7.3,4.48419077047703
83550,5.4,8.42946470451843
91188,6.0,5.513983335964666
82815,2.3,7.6508962491864665
209037,7.0,7.701046241944034
164184,6.4,5.357149270713715
120613,6.6,5.961580702556279
221344,8.1,9.074157410653282
250494,6.2,5.2896721625659335
349169,5.5,6.688296908573813
100332,8.1,10.398369368880825
93539,5.0,5.220856366620724
227005,6.4,6.3935738186356215
51658,6.9,9.725409976447153
268219,6.8,4.28099923901104
28950,8.1,5.260651338471017
113613,6.8,9.213003334626805
54127,7.0,10.349335722592505
76299,7.2,7.553688227193252
